Order ID,Date,Customer ID,Gender,Age,Product Category,Payment Method,City,Store Type,Quantity,Price per Unit,Total Amount,Delivery Status,High Value Order
901,10-04-23,CUST901,Male,31,Electronics,Debit Card,Chicago,Department Store,1,30,30,Completed,No
601,10-04-23,CUST601,Male,19,Clothing,Cash,Dallas,Specialty Store,1,30,30,Pending,No
527,11-04-23,CUST527,Male,57,Clothing,Mobile Payment,Los Angeles,Pharmacy,2,25,50,Pending,No
1000,12-04-23,CUST1000,Male,47,Electronics,Debit Card,Atlanta,Supermarket,4,30,120,Completed,No
174,12-04-23,CUST174,Female,39,Beauty,Mobile Payment,Dallas,Convenience Store,1,300,300,Completed,No
774,12-04-23,CUST774,Female,40,Clothing,Mobile Payment,Miami,Convenience Store,2,25,50,Pending,No
23,12-04-23,CUST023,Female,35,Clothing,Mobile Payment,New York,Warehouse Club,10,30,300,Pending,No
589,12-04-23,CUST589,Female,36,Beauty,Debit Card,Seattle,Supermarket,2,500,1000,Completed,Yes
210,13-04-23,CUST210,Male,37,Electronics,Cash,Boston,Supermarket,4,50,200,Completed,No
745,13-04-23,CUST745,Male,54,Beauty,Cash,Miami,Pharmacy,2,50,100,Completed,No
478,13-04-23,CUST478,Female,58,Clothing,Cash,Seattle,Specialty Store,2,30,60,Pending,No
354,15-04-23,CUST354,Female,49,Beauty,Cash,Boston,Specialty Store,5,50,250,Completed,No
408,15-04-23,CUST408,Female,64,Beauty,Debit Card,Houston,Warehouse Club,1,500,500,Completed,No
674,16-04-23,CUST674,Female,38,Clothing,Cash,San Francisco,Pharmacy,1,300,300,Pending,No
967,17-04-23,CUST967,Male,62,Beauty,Debit Card,Los Angeles,Convenience Store,1,25,25,Completed,No
79,18-04-23,CUST079,Male,34,Beauty,Debit Card,Dallas,Supermarket,1,300,300,Completed,No
406,18-04-23,CUST406,Female,22,Beauty,Cash,Houston,Specialty Store,4,25,100,Completed,No
450,18-04-23,CUST450,Female,59,Beauty,Mobile Payment,Houston,Convenience Store,2,25,50,Completed,No
562,18-04-23,CUST562,Male,54,Electronics,Mobile Payment,New York,Pharmacy,2,25,50,Completed,No
836,19-04-23,CUST836,Female,22,Clothing,Debit Card,Boston,Department Store,1,50,50,Pending,No
724,19-04-23,CUST724,Male,61,Clothing,Debit Card,Chicago,Warehouse Club,3,50,150,Pending,No
111,19-04-23,CUST111,Female,34,Electronics,Cash,Miami,Department Store,3,500,1500,Completed,Yes
207,19-04-23,CUST207,Female,42,Beauty,Mobile Payment,San Francisco,Warehouse Club,2,25,50,Completed,No
108,19-04-23,CUST108,Female,27,Beauty,Cash,Seattle,Pharmacy,3,25,75,Completed,No
969,19-04-23,CUST969,Female,40,Clothing,Credit Card,Seattle,Convenience Store,3,300,900,Pending,Yes
572,20-04-23,CUST572,Male,31,Clothing,Credit Card,Dallas,Supermarket,4,500,2000,Pending,Yes
374,20-04-23,CUST374,Female,59,Beauty,Debit Card,Houston,Convenience Store,3,25,75,Completed,No
246,20-04-23,CUST246,Female,48,Electronics,Credit Card,Los Angeles,Specialty Store,2,25,50,Completed,No
665,20-04-23,CUST665,Male,57,Clothing,Mobile Payment,Los Angeles,Convenience Store,1,50,50,Pending,No
298,20-04-23,CUST298,Male,27,Beauty,Mobile Payment,San Francisco,Specialty Store,6,300,1800,Completed,Yes
39,21-04-23,CUST039,Male,23,Clothing,Credit Card,New York,Convenience Store,4,30,120,Pending,No
893,21-04-23,CUST893,Male,49,Electronics,Debit Card,New York,Supermarket,1,50,50,Completed,No
17,22-04-23,CUST017,Female,27,Clothing,Mobile Payment,Miami,Specialty Store,10,25,250,Pending,No
316,22-04-23,CUST316,Female,48,Clothing,Credit Card,Miami,Pharmacy,2,25,50,Pending,No
755,22-04-23,CUST755,Female,58,Clothing,Cash,San Francisco,Specialty Store,3,25,75,Pending,No
28,23-04-23,CUST028,Female,43,Beauty,Mobile Payment,Boston,Specialty Store,1,500,500,Completed,No
613,23-04-23,CUST613,Female,52,Clothing,Debit Card,Chicago,Pharmacy,3,30,90,Pending,No
691,23-04-23,CUST691,Female,51,Clothing,Mobile Payment,Chicago,Convenience Store,3,30,90,Pending,No
129,23-04-23,CUST129,Female,21,Beauty,Cash,Los Angeles,Warehouse Club,2,300,600,Completed,Yes
693,23-04-23,CUST693,Male,41,Beauty,Debit Card,Los Angeles,Department Store,3,500,1500,Completed,Yes
98,23-04-23,CUST098,Female,55,Beauty,Mobile Payment,Miami,Warehouse Club,2,50,100,Completed,No
230,23-04-23,CUST230,Male,54,Beauty,Credit Card,San Francisco,Department Store,1,25,25,Completed,No
863,24-04-23,CUST863,Female,30,Electronics,Debit Card,Atlanta,Warehouse Club,2,25,50,Completed,No
477,24-04-23,CUST477,Male,43,Clothing,Mobile Payment,Dallas,Convenience Store,4,30,120,Pending,No
6,25-04-23,CUST006,Female,45,Beauty,Cash,Houston,Supermarket,1,30,30,Completed,No
483,25-04-23,CUST483,Male,55,Clothing,Credit Card,Los Angeles,Warehouse Club,1,30,30,Pending,No
738,25-04-23,CUST738,Male,41,Clothing,Credit Card,Seattle,Department Store,2,50,100,Pending,No
588,26-04-23,CUST588,Male,38,Electronics,Credit Card,Chicago,Warehouse Club,2,30,60,Completed,No
222,26-04-23,CUST222,Male,51,Clothing,Credit Card,Houston,Department Store,4,30,120,Pending,No
953,26-04-23,CUST953,Male,45,Beauty,Cash,Miami,Department Store,3,30,90,Completed,No
903,27-04-23,CUST903,Female,51,Beauty,Debit Card,Dallas,Warehouse Club,4,50,200,Completed,No
66,27-04-23,CUST066,Female,45,Electronics,Debit Card,New York,Department Store,1,30,30,Completed,No
482,27-04-23,CUST482,Female,28,Clothing,Credit Card,San Francisco,Pharmacy,4,300,1200,Pending,Yes
236,28-04-23,CUST236,Female,54,Clothing,Mobile Payment,Chicago,Specialty Store,1,25,25,Pending,No
102,28-04-23,CUST102,Female,47,Beauty,Mobile Payment,New York,Convenience Store,2,25,50,Completed,No
228,28-04-23,CUST228,Female,59,Electronics,Cash,San Francisco,Department Store,2,30,60,Completed,No
660,29-04-23,CUST660,Female,38,Beauty,Debit Card,Atlanta,Convenience Store,2,500,1000,Completed,Yes
987,29-04-23,CUST987,Female,30,Clothing,Credit Card,Boston,Department Store,3,300,900,Pending,Yes
884,29-04-23,CUST884,Female,26,Clothing,Mobile Payment,Miami,Pharmacy,2,30,60,Pending,No
995,30-04-23,CUST995,Female,41,Clothing,Mobile Payment,Boston,Department Store,1,30,30,Pending,No
69,30-04-23,CUST069,Female,56,Beauty,Cash,Dallas,Department Store,3,25,75,Completed,No
18,30-04-23,CUST018,Female,47,Electronics,Credit Card,San Francisco,Department Store,2,25,50,Completed,No
652,01-05-23,CUST652,Female,34,Beauty,Cash,Chicago,Convenience Store,2,50,100,Completed,No
585,01-05-23,CUST585,Female,24,Clothing,Cash,Houston,Pharmacy,1,25,25,Pending,No
337,01-05-23,CUST337,Male,38,Clothing,Mobile Payment,Seattle,Supermarket,1,500,500,Pending,No
293,02-05-23,CUST293,Male,50,Electronics,Cash,Houston,Specialty Store,3,30,90,Completed,No
460,02-05-23,CUST460,Male,40,Beauty,Credit Card,New York,Pharmacy,1,50,50,Completed,No
242,02-05-23,CUST242,Male,21,Clothing,Debit Card,San Francisco,Supermarket,1,25,25,Pending,No
646,03-05-23,CUST646,Male,38,Clothing,Mobile Payment,Atlanta,Pharmacy,3,30,90,Pending,No
749,03-05-23,CUST749,Male,42,Beauty,Cash,Atlanta,Convenience Store,1,30,30,Completed,No
188,03-05-23,CUST188,Male,40,Clothing,Mobile Payment,Dallas,Supermarket,3,25,75,Pending,No
357,03-05-23,CUST357,Female,40,Electronics,Mobile Payment,Dallas,Specialty Store,3,25,75,Completed,No
974,03-05-23,CUST974,Male,47,Beauty,Cash,Miami,Pharmacy,1,30,30,Completed,No
849,04-05-23,CUST849,Male,32,Clothing,Debit Card,Houston,Department Store,2,25,50,Pending,No
853,04-05-23,CUST853,Male,21,Beauty,Debit Card,Houston,Warehouse Club,2,500,1000,Completed,Yes
190,04-05-23,CUST190,Female,60,Beauty,Credit Card,Seattle,Convenience Store,3,30,90,Completed,No
824,05-05-23,CUST824,Male,63,Clothing,Credit Card,Atlanta,Warehouse Club,4,30,120,Pending,No
606,05-05-23,CUST606,Male,22,Electronics,Debit Card,Dallas,Supermarket,1,50,50,Completed,No
252,05-05-23,CUST252,Male,54,Electronics,Mobile Payment,Los Angeles,Pharmacy,1,300,300,Completed,No
779,05-05-23,CUST779,Female,56,Electronics,Debit Card,Miami,Warehouse Club,2,500,1000,Completed,Yes
866,05-05-23,CUST866,Male,24,Electronics,Credit Card,New York,Specialty Store,1,50,50,Completed,No
820,06-05-23,CUST820,Male,49,Electronics,Mobile Payment,Atlanta,Pharmacy,4,50,200,Completed,No
593,06-05-23,CUST593,Male,35,Electronics,Debit Card,Dallas,Pharmacy,2,30,60,Completed,No
5,06-05-23,CUST005,Male,30,Beauty,Debit Card,Houston,Specialty Store,2,50,100,Completed,No
90,06-05-23,CUST090,Female,51,Electronics,Credit Card,New York,Pharmacy,1,30,30,Completed,No
380,06-05-23,CUST380,Male,56,Electronics,Mobile Payment,Seattle,Specialty Store,2,300,600,Completed,Yes
120,07-05-23,CUST120,Male,60,Beauty,Debit Card,Atlanta,Department Store,1,50,50,Completed,No
341,07-05-23,CUST341,Male,31,Clothing,Mobile Payment,Dallas,Supermarket,4,50,200,Pending,No
744,07-05-23,CUST744,Male,40,Electronics,Debit Card,Houston,Supermarket,1,25,25,Completed,No
221,07-05-23,CUST221,Male,39,Beauty,Debit Card,Miami,Warehouse Club,2,300,600,Completed,Yes
640,07-05-23,CUST640,Female,51,Electronics,Credit Card,Seattle,Specialty Store,4,30,120,Completed,No
620,08-05-23,CUST620,Male,63,Electronics,Debit Card,Dallas,Warehouse Club,3,25,75,Completed,No
273,08-05-23,CUST273,Female,22,Beauty,Credit Card,Houston,Convenience Store,1,50,50,Completed,No
452,08-05-23,CUST452,Female,48,Clothing,Credit Card,Los Angeles,Specialty Store,3,500,1500,Pending,Yes
469,08-05-23,CUST469,Male,18,Beauty,Credit Card,Los Angeles,Specialty Store,3,25,75,Completed,No
946,08-05-23,CUST946,Male,62,Electronics,Credit Card,Miami,Specialty Store,4,500,2000,Completed,Yes
283,08-05-23,CUST283,Female,18,Electronics,Mobile Payment,Seattle,Specialty Store,1,500,500,Completed,No
414,09-05-23,CUST414,Male,48,Beauty,Debit Card,Boston,Warehouse Club,4,25,100,Completed,No
148,09-05-23,CUST148,Male,18,Clothing,Cash,Los Angeles,Warehouse Club,2,30,60,Pending,No
883,09-05-23,CUST883,Male,40,Electronics,Cash,Los Angeles,Convenience Store,1,500,500,Completed,No
731,10-05-23,CUST731,Male,54,Clothing,Debit Card,Atlanta,Specialty Store,4,500,2000,Pending,Yes
930,10-05-23,CUST930,Male,54,Clothing,Cash,Dallas,Supermarket,4,50,200,Pending,No
518,11-05-23,CUST518,Female,40,Clothing,Cash,Dallas,Specialty Store,1,30,30,Pending,No
758,12-05-23,CUST758,Male,64,Clothing,Credit Card,Atlanta,Department Store,4,25,100,Pending,No
639,13-05-23,CUST639,Female,62,Beauty,Mobile Payment,San Francisco,Department Store,4,50,200,Completed,No
838,13-05-23,CUST838,Male,47,Electronics,Debit Card,San Francisco,Warehouse Club,2,300,600,Completed,Yes
501,14-05-23,CUST501,Male,39,Electronics,Mobile Payment,Atlanta,Warehouse Club,2,30,60,Completed,No
353,14-05-23,CUST353,Male,31,Electronics,Debit Card,Miami,Convenience Store,1,500,500,Completed,No
721,14-05-23,CUST721,Female,52,Clothing,Mobile Payment,Miami,Pharmacy,1,500,500,Pending,No
123,15-05-23,CUST123,Female,40,Electronics,Mobile Payment,Chicago,Department Store,2,30,60,Completed,No
164,15-05-23,CUST164,Female,47,Beauty,Cash,Chicago,Specialty Store,3,500,1500,Completed,Yes
425,15-05-23,CUST425,Female,55,Electronics,Mobile Payment,Dallas,Warehouse Club,4,30,120,Completed,No
203,16-05-23,CUST203,Male,56,Clothing,Mobile Payment,Atlanta,Specialty Store,2,500,1000,Pending,Yes
398,16-05-23,CUST398,Female,48,Clothing,Mobile Payment,Atlanta,Pharmacy,2,300,600,Pending,Yes
970,16-05-23,CUST970,Male,59,Electronics,Debit Card,Atlanta,Convenience Store,4,500,2000,Completed,Yes
358,16-05-23,CUST358,Female,32,Beauty,Credit Card,Chicago,Specialty Store,1,300,300,Completed,No
504,16-05-23,CUST504,Female,38,Beauty,Debit Card,Dallas,Convenience Store,3,50,150,Completed,No
48,16-05-23,CUST048,Male,54,Electronics,Mobile Payment,Los Angeles,Convenience Store,3,300,900,Completed,Yes
411,16-05-23,CUST411,Male,62,Electronics,Debit Card,New York,Convenience Store,4,50,200,Completed,No
118,16-05-23,CUST118,Female,30,Electronics,Credit Card,San Francisco,Convenience Store,7,500,3500,Completed,Yes
376,16-05-23,CUST376,Female,64,Beauty,Cash,San Francisco,Department Store,1,30,30,Completed,No
305,16-05-23,CUST305,Female,18,Beauty,Mobile Payment,Seattle,Supermarket,1,30,30,Completed,No
996,16-05-23,CUST996,Male,62,Clothing,Cash,Seattle,Supermarket,1,50,50,Pending,No
81,17-05-23,CUST081,Male,40,Electronics,Mobile Payment,Miami,Convenience Store,1,50,50,Completed,No
470,17-05-23,CUST470,Female,57,Clothing,Credit Card,New York,Department Store,2,500,1000,Pending,Yes
155,17-05-23,CUST155,Male,31,Electronics,Credit Card,Seattle,Warehouse Club,4,500,2000,Completed,Yes
818,18-05-23,CUST818,Male,30,Electronics,Mobile Payment,Houston,Specialty Store,1,500,500,Completed,No
106,18-05-23,CUST106,Female,46,Clothing,Cash,Seattle,Supermarket,1,50,50,Pending,No
94,19-05-23,CUST094,Female,47,Beauty,Cash,Boston,Convenience Store,2,500,1000,Completed,Yes
881,19-05-23,CUST881,Male,22,Electronics,Cash,Chicago,Warehouse Club,1,300,300,Completed,No
811,19-05-23,CUST811,Male,61,Beauty,Debit Card,Los Angeles,Convenience Store,2,25,50,Completed,No
403,20-05-23,CUST403,Male,32,Clothing,Credit Card,Chicago,Department Store,2,300,600,Pending,Yes
694,20-05-23,CUST694,Female,39,Electronics,Debit Card,Dallas,Supermarket,2,25,50,Completed,No
653,20-05-23,CUST653,Male,54,Clothing,Debit Card,Seattle,Supermarket,3,25,75,Pending,No
911,21-05-23,CUST911,Male,42,Electronics,Mobile Payment,Boston,Specialty Store,3,300,900,Completed,Yes
4,21-05-23,CUST004,Male,37,Clothing,Mobile Payment,Chicago,Pharmacy,1,500,500,Pending,No
647,21-05-23,CUST647,Male,59,Clothing,Debit Card,Chicago,Pharmacy,3,500,1500,Pending,Yes
843,22-05-23,CUST843,Male,21,Beauty,Debit Card,Dallas,Supermarket,3,500,1500,Completed,Yes
642,22-05-23,CUST642,Female,54,Clothing,Debit Card,Miami,Supermarket,4,25,100,Pending,No
895,22-05-23,CUST895,Female,55,Clothing,Mobile Payment,New York,Convenience Store,4,30,120,Pending,No
419,22-05-23,CUST419,Female,44,Clothing,Cash,Seattle,Department Store,3,30,90,Pending,No
281,23-05-23,CUST281,Female,29,Beauty,Cash,Atlanta,Convenience Store,4,500,2000,Completed,Yes
822,23-05-23,CUST822,Female,52,Beauty,Credit Card,Atlanta,Supermarket,3,50,150,Completed,No
31,23-05-23,CUST031,Male,44,Electronics,Debit Card,Boston,Specialty Store,10,300,3000,Completed,Yes
37,23-05-23,CUST037,Female,18,Beauty,Debit Card,Chicago,Convenience Store,3,25,75,Completed,No
243,23-05-23,CUST243,Female,47,Electronics,Mobile Payment,Chicago,Warehouse Club,3,300,900,Completed,Yes
72,23-05-23,CUST072,Female,20,Electronics,Mobile Payment,Houston,Pharmacy,4,500,2000,Completed,Yes
489,23-05-23,CUST489,Male,44,Electronics,Cash,Houston,Convenience Store,1,30,30,Completed,No
729,23-05-23,CUST729,Male,29,Clothing,Credit Card,San Francisco,Department Store,4,300,1200,Pending,Yes
491,23-05-23,CUST491,Female,60,Electronics,Credit Card,Seattle,Convenience Store,3,300,900,Completed,Yes
840,24-05-23,CUST840,Male,62,Clothing,Debit Card,Seattle,Supermarket,2,25,50,Pending,No
404,25-05-23,CUST404,Male,46,Electronics,Credit Card,Houston,Warehouse Club,2,500,1000,Completed,Yes
990,25-05-23,CUST990,Female,58,Beauty,Debit Card,Houston,Supermarket,2,500,1000,Completed,Yes
899,25-05-23,CUST899,Male,26,Clothing,Mobile Payment,San Francisco,Pharmacy,2,300,600,Pending,Yes
382,26-05-23,CUST382,Female,53,Clothing,Credit Card,Boston,Supermarket,2,500,1000,Pending,Yes
923,26-05-23,CUST923,Male,32,Beauty,Mobile Payment,Houston,Pharmacy,3,300,900,Completed,Yes
578,26-05-23,CUST578,Female,54,Clothing,Debit Card,Los Angeles,Convenience Store,4,30,120,Pending,No
651,27-05-23,CUST651,Male,51,Clothing,Cash,Boston,Supermarket,3,50,150,Pending,No
561,27-05-23,CUST561,Female,64,Clothing,Cash,Dallas,Convenience Store,4,500,2000,Pending,Yes
307,27-05-23,CUST307,Female,26,Electronics,Debit Card,Los Angeles,Pharmacy,2,25,50,Completed,No
988,28-05-23,CUST988,Female,63,Clothing,Credit Card,Miami,Warehouse Club,3,25,75,Pending,No
67,29-05-23,CUST067,Female,48,Beauty,Credit Card,Miami,Department Store,4,300,1200,Completed,Yes
915,30-05-23,CUST915,Female,26,Beauty,Credit Card,Los Angeles,Department Store,3,30,90,Completed,No
985,30-05-23,CUST985,Female,19,Electronics,Mobile Payment,San Francisco,Department Store,2,25,50,Completed,No
862,31-05-23,CUST862,Male,28,Electronics,Mobile Payment,San Francisco,Department Store,4,300,1200,Completed,Yes
56,31-05-23,CUST056,Female,26,Clothing,Mobile Payment,Seattle,Specialty Store,3,300,900,Pending,Yes
159,31-05-23,CUST159,Male,26,Clothing,Debit Card,Seattle,Warehouse Club,4,50,200,Pending,No
545,01-06-23,CUST545,Male,27,Clothing,Credit Card,Atlanta,Specialty Store,2,25,50,Pending,No
315,01-06-23,CUST315,Male,47,Clothing,Debit Card,Boston,Pharmacy,2,30,60,Pending,No
902,01-06-23,CUST902,Female,54,Beauty,Mobile Payment,Chicago,Warehouse Club,1,50,50,Completed,No
685,02-06-23,CUST685,Male,57,Electronics,Cash,Dallas,Convenience Store,2,25,50,Completed,No
170,02-06-23,CUST170,Female,25,Clothing,Debit Card,New York,Pharmacy,2,25,50,Pending,No
958,02-06-23,CUST958,Male,62,Electronics,Cash,Seattle,Warehouse Club,2,25,50,Completed,No
363,03-06-23,CUST363,Male,64,Beauty,Cash,Chicago,Specialty Store,1,25,25,Completed,No
394,03-06-23,CUST394,Female,27,Clothing,Mobile Payment,Chicago,Department Store,1,500,500,Pending,No
537,03-06-23,CUST537,Female,21,Beauty,Mobile Payment,Los Angeles,Supermarket,1,500,500,Completed,No
556,04-06-23,CUST556,Female,18,Electronics,Credit Card,Atlanta,Convenience Store,1,50,50,Completed,No
782,04-06-23,CUST782,Male,59,Clothing,Mobile Payment,Chicago,Pharmacy,3,300,900,Pending,Yes
387,04-06-23,CUST387,Male,44,Beauty,Debit Card,Dallas,Convenience Store,1,30,30,Completed,No
906,04-06-23,CUST906,Female,20,Clothing,Credit Card,Dallas,Warehouse Club,1,50,50,Pending,No
944,05-06-23,CUST944,Male,44,Clothing,Mobile Payment,Boston,Warehouse Club,2,25,50,Pending,No
560,05-06-23,CUST560,Female,25,Electronics,Cash,San Francisco,Convenience Store,1,50,50,Completed,No
961,06-06-23,CUST961,Male,53,Beauty,Debit Card,Los Angeles,Convenience Store,4,50,200,Completed,No
867,06-06-23,CUST867,Male,21,Electronics,Credit Card,San Francisco,Pharmacy,1,500,500,Completed,No
481,06-06-23,CUST481,Female,43,Electronics,Credit Card,Seattle,Convenience Store,4,300,1200,Completed,Yes
882,06-06-23,CUST882,Female,64,Electronics,Credit Card,Seattle,Department Store,2,25,50,Completed,No
446,07-06-23,CUST446,Male,21,Electronics,Cash,Atlanta,Specialty Store,1,50,50,Completed,No
187,07-06-23,CUST187,Female,64,Clothing,Cash,San Francisco,Pharmacy,2,50,100,Pending,No
587,08-06-23,CUST587,Female,40,Beauty,Credit Card,Atlanta,Pharmacy,4,300,1200,Completed,Yes
539,08-06-23,CUST539,Male,25,Beauty,Debit Card,New York,Warehouse Club,1,500,500,Completed,No
212,09-06-23,CUST212,Male,21,Clothing,Debit Card,Houston,Warehouse Club,3,500,1500,Pending,Yes
769,09-06-23,CUST769,Female,31,Electronics,Cash,San Francisco,Pharmacy,4,30,120,Completed,No
765,09-06-23,CUST765,Male,43,Clothing,Debit Card,Seattle,Pharmacy,4,50,200,Pending,No
510,10-06-23,CUST510,Female,39,Beauty,Debit Card,Houston,Convenience Store,4,50,200,Completed,No
534,10-06-23,CUST534,Male,45,Clothing,Credit Card,Miami,Specialty Store,2,500,1000,Pending,Yes
321,10-06-23,CUST321,Female,26,Electronics,Mobile Payment,San Francisco,Warehouse Club,2,25,50,Completed,No
356,10-06-23,CUST356,Male,50,Electronics,Cash,San Francisco,Department Store,3,500,1500,Completed,Yes
352,11-06-23,CUST352,Male,57,Electronics,Mobile Payment,Boston,Pharmacy,2,500,1000,Completed,Yes
887,11-06-23,CUST887,Male,59,Clothing,Cash,Boston,Specialty Store,4,25,100,Pending,No
104,11-06-23,CUST104,Female,34,Beauty,Cash,San Francisco,Convenience Store,2,500,1000,Completed,Yes
110,11-06-23,CUST110,Male,27,Clothing,Mobile Payment,Seattle,Department Store,3,300,900,Pending,Yes
365,11-06-23,CUST365,Male,31,Clothing,Debit Card,Seattle,Supermarket,1,300,300,Pending,No
629,12-06-23,CUST629,Male,62,Electronics,Credit Card,Seattle,Convenience Store,2,25,50,Completed,No
655,13-06-23,CUST655,Female,55,Clothing,Credit Card,Boston,Convenience Store,1,500,500,Pending,No
567,14-06-23,CUST567,Female,25,Clothing,Mobile Payment,Miami,Specialty Store,3,300,900,Pending,Yes
819,15-06-23,CUST819,Female,35,Beauty,Debit Card,Atlanta,Warehouse Club,2,50,100,Completed,No
182,15-06-23,CUST182,Male,62,Beauty,Debit Card,Chicago,Convenience Store,4,30,120,Completed,No
100,16-06-23,CUST100,Male,41,Electronics,Credit Card,Chicago,Convenience Store,1,30,30,Completed,No
833,16-06-23,CUST833,Male,42,Beauty,Debit Card,Chicago,Pharmacy,4,50,200,Completed,No
723,17-06-23,CUST723,Female,54,Beauty,Cash,Los Angeles,Warehouse Club,4,50,200,Completed,No
542,17-06-23,CUST542,Female,20,Beauty,Mobile Payment,Miami,Convenience Store,1,50,50,Completed,No
726,17-06-23,CUST726,Male,47,Clothing,Cash,San Francisco,Specialty Store,4,300,1200,Pending,Yes
488,18-06-23,CUST488,Female,51,Electronics,Debit Card,San Francisco,Specialty Store,3,300,900,Completed,Yes
877,19-06-23,CUST877,Female,58,Clothing,Credit Card,Boston,Supermarket,1,25,25,Pending,No
669,19-06-23,CUST669,Male,24,Beauty,Credit Card,Houston,Supermarket,4,300,1200,Completed,Yes
532,19-06-23,CUST532,Female,64,Clothing,Mobile Payment,Los Angeles,Convenience Store,4,30,120,Pending,No
239,19-06-23,CUST239,Male,38,Electronics,Cash,Miami,Supermarket,3,500,1500,Completed,Yes
498,19-06-23,CUST498,Female,50,Clothing,Credit Card,Miami,Supermarket,4,25,100,Pending,No
422,20-06-23,CUST422,Female,28,Clothing,Debit Card,Boston,Specialty Store,3,30,90,Pending,No
466,20-06-23,CUST466,Male,63,Electronics,Debit Card,Seattle,Warehouse Club,4,25,100,Completed,No
583,21-06-23,CUST583,Female,24,Electronics,Debit Card,Los Angeles,Department Store,4,25,100,Completed,No
654,21-06-23,CUST654,Male,42,Clothing,Mobile Payment,Los Angeles,Department Store,3,25,75,Pending,No
40,22-06-23,CUST040,Male,45,Beauty,Cash,Dallas,Supermarket,1,50,50,Completed,No
727,22-06-23,CUST727,Male,55,Beauty,Mobile Payment,Dallas,Specialty Store,3,300,900,Completed,Yes
830,22-06-23,CUST830,Female,64,Clothing,Debit Card,New York,Pharmacy,3,50,150,Pending,No
699,22-06-23,CUST699,Female,37,Clothing,Cash,Seattle,Convenience Store,4,30,120,Pending,No
271,23-06-23,CUST271,Female,62,Beauty,Debit Card,Dallas,Supermarket,4,30,120,Completed,No
224,23-06-23,CUST224,Female,25,Clothing,Debit Card,San Francisco,Convenience Store,1,50,50,Pending,No
157,24-06-23,CUST157,Male,62,Electronics,Cash,Dallas,Convenience Store,4,500,2000,Completed,Yes
839,24-06-23,CUST839,Female,20,Electronics,Cash,Dallas,Warehouse Club,4,300,1200,Completed,Yes
796,24-06-23,CUST796,Male,43,Beauty,Credit Card,Los Angeles,Specialty Store,4,30,120,Completed,No
36,24-06-23,CUST036,Male,52,Beauty,Credit Card,Miami,Warehouse Club,3,300,900,Completed,Yes
927,24-06-23,CUST927,Male,43,Electronics,Debit Card,New York,Pharmacy,4,500,2000,Completed,Yes
407,25-06-23,CUST407,Female,46,Electronics,Debit Card,Miami,Convenience Store,3,300,900,Completed,Yes
46,26-06-23,CUST046,Female,20,Electronics,Credit Card,Chicago,Convenience Store,4,300,1200,Completed,Yes
509,26-06-23,CUST509,Female,37,Electronics,Cash,Houston,Pharmacy,3,300,900,Completed,Yes
874,26-06-23,CUST874,Male,60,Beauty,Mobile Payment,Houston,Specialty Store,1,30,30,Completed,No
788,27-06-23,CUST788,Female,52,Beauty,Cash,Boston,Convenience Store,3,300,900,Completed,Yes
378,28-06-23,CUST378,Male,50,Beauty,Credit Card,Los Angeles,Warehouse Club,1,300,300,Completed,No
492,29-06-23,CUST492,Male,61,Beauty,Credit Card,Atlanta,Warehouse Club,4,25,100,Completed,No
480,29-06-23,CUST480,Female,42,Beauty,Cash,Chicago,Warehouse Club,4,500,2000,Completed,Yes
737,29-06-23,CUST737,Female,33,Clothing,Credit Card,Seattle,Specialty Store,1,50,50,Pending,No
684,30-06-23,CUST684,Female,28,Clothing,Mobile Payment,San Francisco,Convenience Store,2,500,1000,Pending,Yes
878,30-06-23,CUST878,Female,20,Clothing,Credit Card,San Francisco,Department Store,1,30,30,Pending,No
78,01-07-23,CUST078,Female,47,Clothing,Mobile Payment,Los Angeles,Specialty Store,3,500,1500,Pending,Yes
837,01-07-23,CUST837,Male,18,Beauty,Cash,Miami,Pharmacy,3,30,90,Completed,No
455,01-07-23,CUST455,Male,31,Electronics,Mobile Payment,New York,Pharmacy,4,25,100,Completed,No
260,01-07-23,CUST260,Male,28,Beauty,Credit Card,Seattle,Warehouse Club,2,30,60,Completed,No
45,03-07-23,CUST045,Female,55,Electronics,Cash,Atlanta,Department Store,1,30,30,Completed,No
449,03-07-23,CUST449,Male,25,Electronics,Debit Card,Dallas,Warehouse Club,4,50,200,Completed,No
904,04-07-23,CUST904,Male,28,Clothing,Cash,New York,Department Store,1,500,500,Pending,No
128,05-07-23,CUST128,Male,25,Beauty,Cash,Boston,Pharmacy,1,500,500,Completed,No
802,05-07-23,CUST802,Female,46,Beauty,Credit Card,Houston,Department Store,1,30,30,Completed,No
186,05-07-23,CUST186,Male,20,Clothing,Mobile Payment,Los Angeles,Warehouse Club,6,50,300,Pending,No
59,05-07-23,CUST059,Male,62,Clothing,Mobile Payment,Miami,Pharmacy,1,50,50,Pending,No
447,06-07-23,CUST447,Male,22,Beauty,Cash,Atlanta,Pharmacy,4,500,2000,Completed,Yes
75,06-07-23,CUST075,Male,61,Beauty,Mobile Payment,Dallas,Supermarket,8,50,400,Completed,No
528,06-07-23,CUST528,Female,36,Clothing,Credit Card,San Francisco,Warehouse Club,2,30,60,Pending,No
759,08-07-23,CUST759,Male,49,Electronics,Debit Card,Chicago,Convenience Store,2,50,100,Completed,No
870,08-07-23,CUST870,Female,46,Electronics,Cash,New York,Supermarket,4,30,120,Completed,No
